student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout
211368,Other,CS,N,Postgraduate,,23.0,5.202968610778619,68.54600898041168,18622,,7.2,41,1,7,Yes,0
213651,Other,ME,Y,None,-,17.0,4.278439186594256,85.26888892819758,37196,3.0,10.6,4,0,4,No,0
212495,Other,ECE,N,NA,Yes,26.0,6.514953048438194,57.74195207258219,60778,5.0,11.9,30,4,7,Yes,1
212736,M,CIVIL,Nope,Postgraduate,nan,23.0,5.622436844271741,68.69067392621675,-16029,6.0,14.4,15,0,5,Yes,1
205525,NA,BIO,No,NA,-,23.0,4.373988469601254,60.54405385753989,76612,2.0,9.3,4,2,4,No,1
208358,Male,ARTS,Y,NA,-,17.0,6.210098087135086,90.82730369438738,40583,3.0,8.0,34,2,5,Yes,1
200385,NA,ME,nan,,Y,21.0,5.376263385824847,72.39002070901542,55452,3.0,14.8,38,2,0,No,0
205458,Other,BIO,nan,Secondary,nan,17.0,4.567097544698245,72.08232356103898,55493,3.0,7.9,32,4,4,Yes,0
204391,Female,ECE,No,None,N,22.0,6.920039428645723,100.0,-10411,2.0,8.1,17,4,0,Yes,0
219724,NA,,N,Primary,N,,6.684026181001999,85.4884283330991,15918,2.0,7.6,34,3,6,N,0
213150,Male,nan,N,Secondary,Y,23.0,6.790012123595931,86.96689707186145,54987,5.0,6.2,20,0,5,nan,0
214739,Other,BIO,No,Graduate,No,25.0,4.1710057275125205,83.89966415859969,59444,4.0,12.8,14,4,8,No,1
204322,Male,ECE,Y,Postgraduate,No,26.0,4.945652392386046,65.55490432929915,25849,2.0,20.1,26,4,2,Y,0
207403,FEMALE,CS,N,Postgraduate,Yes,18.0,4.761247286425887,72.38083077099134,36723,2.0,18.5,26,0,2,Y,1
217266,Other,COMMERCE,N,nan,Y,,5.466104637625609,88.86746082149305,24968,2.0,7.3,1,4,2,Yes,0
217919,Other,CS,Nope,Primary,Y,24.0,6.028956534727958,90.23785716303445,56945,3.0,10.4,10,4,9,Yes,0
218366,NA,ARTS,No,Graduate,-,24.0,6.390839257081028,75.99496428241592,58359,2.0,21.6,7,1,6,N,0
206298,M,CIVIL,Yes,Postgraduate,No,20.0,4.335330365075452,65.70134689784997,21265,6.0,21.0,24,4,2,,0
212774,Male,ME,nan,NA,No,16.0,4.700623052446782,59.30301333860384,15097,6.0,22.2,0,1,2,Y,1
204774,M,COMMERCE,Yes,Secondary,Y,26.0,6.982753193823072,65.51181709150183,24225,6.0,17.1,23,2,4,No,0
205857,FEMALE,ME,N,nan,No,24.0,6.677911529118683,57.40472387533671,29648,5.0,14.4,16,0,9,No,1
218539,FEMALE,ME,Y,NA,-,19.0,6.537049118667121,84.92707295345835,15266,4.0,6.5,38,0,9,No,0
204772,Other,ME,Nope,Graduate,No,17.0,4.704428553522694,,66227,4.0,15.2,2,4,9,Yes,0
210752,M,ME,N,nan,No,,5.582933403000428,,32594,3.0,19.4,3,0,7,Yes,0
203886,M,COMMERCE,No,None,Y,,6.960243589280177,81.4941121832984,63003,6.0,24.3,23,3,0,No,0
202937,Other,ME,Y,Postgraduate,nan,23.0,5.952613082249368,88.13052384091867,87763,3.0,14.6,6,3,4,No,0
213855,FEMALE,BIO,Y,nan,No,23.0,5.509995240627273,80.1584679809008,52895,5.0,20.7,57,1,0,No,1
217874,Male,COMMERCE,Nope,None,N,18.0,,78.55011104803857,27113,6.0,19.8,27,2,3,NA,0
214518,Female,ARTS,Y,Graduate,Yes,17.0,4.586764256622919,73.01074774469599,37099,5.0,13.5,42,0,3,No,0
207486,NA,ARTS,nan,Graduate,-,24.0,6.731259637681273,80.64843587817471,56022,4.0,7.9,9,4,3,No,1
215653,M,ARTS,Y,Secondary,No,22.0,4.660754380939117,81.71340043306574,81930,6.0,8.7,34,2,6,No,1
208603,Other,COMMERCE,nan,Graduate,nan,18.0,4.721404045658634,87.39132762848612,12981,2.0,14.6,7,2,1,No,0
215210,Male,nan,Y,nan,-,21.0,4.250031896017575,68.59903289274845,55649,4.0,8.5,47,4,5,No,0
213188,M,,Y,Postgraduate,N,26.0,,66.24364455865712,29489,4.0,12.0,38,0,5,,1
219085,NA,,No,Graduate,Y,26.0,4.916014103396358,90.45684705141761,32983,4.0,24.9,47,4,2,Yes,1
216833,Other,nan,Yes,Postgraduate,No,19.0,6.523125005223104,45.26230488063228,65884,4.0,18.0,17,2,3,Y,1
217953,NA,,nan,nan,No,19.0,5.315604933776955,77.78585645598186,33356,4.0,19.9,0,2,6,NA,0
202753,,,N,Postgraduate,-,19.0,6.275329537886728,78.47622542668216,40505,5.0,17.1,32,1,4,,0
209326,FEMALE,COMMERCE,Yes,None,Y,24.0,4.772035935225372,63.4900728289647,37161,5.0,12.1,45,2,3,Yes,1
206846,Female,,Nope,Secondary,nan,25.0,6.925640788462565,84.81167743049778,80021,5.0,8.7,6,1,0,Yes,0
219599,M,CIVIL,Nope,Graduate,N,22.0,5.832097541214347,60.870771679264834,43952,3.0,9.9,33,1,2,Yes,0
207212,NA,,No,Primary,No,21.0,6.251251578433294,55.5212087908078,73308,5.0,17.9,37,3,8,No,1
214644,Male,BIO,No,Secondary,N,25.0,4.397576487100216,100.0,35457,4.0,13.6,20,2,6,No,0
203975,FEMALE,nan,Yes,Postgraduate,N,19.0,6.526786984657811,68.84560888290719,28805,,6.7,48,3,9,No,0
207745,Male,ME,N,Graduate,nan,25.0,5.128902045209549,95.1440540343635,48409,3.0,8.3,1,3,7,No,0
219329,Male,CIVIL,Nope,Secondary,,,5.124667585297284,92.37245296362954,69509,3.0,7.6,51,1,0,No,0
203710,M,CIVIL,N,None,No,19.0,6.985223964247053,66.85187776127847,29673,6.0,15.4,35,0,4,No,0
218095,,ARTS,nan,nan,No,26.0,5.073387867424394,78.33981171169226,41814,2.0,20.6,44,2,7,NA,0
210633,FEMALE,nan,No,Postgraduate,Y,19.0,,74.27553915917183,45026,5.0,9.9,45,3,0,No,0
217487,Other,,No,None,Y,25.0,5.474496688754473,75.72427145030274,35526,5.0,21.4,32,2,3,No,1
216382,M,nan,No,Secondary,-,21.0,5.865521248625319,,74683,3.0,24.7,43,0,0,No,1
209995,NA,,Yes,NA,Y,17.0,5.522903099914412,54.17432299815637,70616,3.0,13.9,8,4,4,No,1
219604,Male,BIO,Yes,nan,nan,20.0,6.853157046519453,97.49464433277933,31795,3.0,6.3,22,1,5,No,0
210560,M,CS,No,None,Y,18.0,4.9038913446984855,61.98512057100635,62372,5.0,7.0,56,3,2,nan,1
215959,NA,BIO,N,Secondary,N,24.0,4.935491451077684,,48011,2.0,14.9,38,4,1,,0
210928,M,BIO,N,Postgraduate,N,,4.849113528064342,80.23248537603487,10043,3.0,5.1,23,0,9,No,0
218772,M,CIVIL,N,NA,-,21.0,5.5352522456347835,70.15772024765155,65765,4.0,15.8,30,2,4,N,1
215730,FEMALE,ECE,N,nan,Yes,19.0,6.287953872564933,71.83785536182377,49705,2.0,5.8,21,2,2,No,0
212066,FEMALE,BIO,N,Graduate,No,18.0,6.913920475989622,68.09949751879843,42329,4.0,,24,2,1,No,0
219450,Other,CIVIL,N,Graduate,N,21.0,6.64395979437708,95.45505169701968,33242,5.0,21.8,32,0,1,No,0
217585,NA,ARTS,Nope,None,Yes,20.0,6.730297592425933,75.20312382594825,50044,5.0,,48,1,0,No,1
205426,FEMALE,nan,No,None,nan,,4.915175341773977,86.23072548513298,73396,2.0,15.4,51,1,5,Yes,0
209639,Other,CIVIL,Y,nan,-,18.0,5.713339079741237,67.69640756406797,37543,2.0,6.7,22,2,3,No,0
206660,NA,BIO,Y,Postgraduate,Y,23.0,5.034232152439051,72.56523135192327,54051,5.0,23.3,31,4,7,No,0
206534,NA,BIO,N,Graduate,nan,20.0,5.776314227000766,85.37402443252844,49976,4.0,13.0,43,3,1,No,0
206547,Other,CIVIL,Yes,Graduate,Yes,22.0,4.8689480287121585,73.01928138060505,55644,2.0,8.8,44,0,9,No,0
215672,FEMALE,ARTS,Y,Primary,No,26.0,5.920185769991636,94.68248667792088,37320,4.0,22.4,11,0,2,No,0
215427,NA,ECE,nan,NA,No,25.0,5.2791468913008766,63.619065677343855,74581,,19.4,31,1,0,Yes,0
209728,Other,CS,nan,,N,24.0,4.74453134240713,60.27514417720142,52296,5.0,18.7,27,3,7,No,0
203142,NA,nan,Yes,Primary,Yes,23.0,5.334475454674051,64.24481213634942,32094,6.0,6.3,37,2,2,No,1
201527,NA,ME,No,None,nan,22.0,4.203877628145912,96.08204566801842,67171,4.0,24.2,34,4,9,N,0
210127,NA,nan,,nan,N,26.0,6.074431458321278,74.44296043384078,31930,2.0,12.7,48,0,6,Yes,0
208865,NA,COMMERCE,Nope,,-,18.0,4.118177991480488,77.3777419692359,80570,3.0,,48,1,4,No,0
218798,Female,CIVIL,No,None,No,16.0,6.706783303685157,72.27678926395252,37060,5.0,7.4,12,1,7,,1
206867,Other,nan,N,NA,-,,5.087267027167838,91.56820968487217,59274,4.0,17.2,54,4,0,Yes,0
204954,NA,ME,N,Graduate,Yes,17.0,5.534980118519931,71.62041055429265,36284,6.0,20.9,51,0,3,No,1
216235,Female,BIO,Y,NA,No,22.0,5.3146233784568135,71.24411473955296,41898,2.0,9.3,33,4,4,No,0
208642,Female,ME,nan,nan,Y,20.0,4.457290898810921,85.96064728881558,37812,6.0,21.2,32,1,9,No,0
219533,Other,ARTS,Y,Graduate,No,16.0,6.825243025468259,68.90318532703698,20117,3.0,12.3,53,1,7,No,0
219962,Female,,Yes,Primary,N,24.0,6.097243392331377,86.5029873361149,80353,5.0,22.7,39,1,7,No,0
219938,Female,ECE,Nope,Postgraduate,No,22.0,4.247314580801772,100.0,58613,5.0,21.8,47,1,8,NA,0
200385,NA,ME,nan,,Y,21.0,5.376263385824847,72.39002070901542,55452,3.0,14.8,38,2,0,No,0
213291,,nan,nan,nan,No,23.0,4.55674491675048,100.0,46916,5.0,24.4,19,1,2,No,0
208485,FEMALE,COMMERCE,Y,nan,-,19.0,6.308878086599056,55.51204865663202,64750,,8.1,42,0,9,Y,0
215005,Male,nan,No,NA,Yes,21.0,4.307053967409198,67.00695154530729,34925,3.0,13.5,30,2,9,No,0
207913,M,CIVIL,Nope,Postgraduate,Yes,24.0,4.620640958439012,80.77138013750356,46145,4.0,16.1,2,0,9,Yes,0
205915,FEMALE,ME,N,Secondary,Yes,19.0,4.695441352080193,62.343874023458554,40448,2.0,13.4,21,4,6,No,0
219169,Male,BIO,Nope,Primary,nan,25.0,5.114097286240572,78.16542495188285,42663,4.0,23.5,10,2,3,No,1
205554,Other,ECE,Nope,nan,Yes,19.0,4.639419285377871,78.80129479504816,80212,5.0,22.2,43,1,1,No,1
208477,M,nan,N,Primary,Yes,19.0,5.581523908525741,56.7874821871777,65031,3.0,9.8,29,3,4,No,0
210069,M,COMMERCE,nan,,No,18.0,6.0755428250130326,61.06461768084154,43545,6.0,13.3,5,2,4,nan,0
213719,NA,CIVIL,No,Secondary,No,24.0,4.605929744023045,79.7863276745799,23901,5.0,11.5,34,3,0,,1
204874,FEMALE,COMMERCE,Yes,NA,No,19.0,4.443175781794682,71.32684871664202,38104,4.0,16.6,25,4,8,N,0
212326,Female,CIVIL,,Postgraduate,Yes,16.0,6.789075260458803,58.30551497949411,47627,6.0,21.6,9,4,0,No,1
200290,Male,BIO,No,None,N,22.0,4.665751883177622,53.33655745498414,25902,6.0,20.2,36,0,6,Yes,1
218041,NA,CIVIL,N,Secondary,Y,23.0,4.119075609335762,83.62401724390912,43761,6.0,8.4,17,0,0,No,0
207199,Female,CS,No,NA,-,19.0,6.701206932336117,78.56145798923319,8039,2.0,7.2,17,1,8,N,0
215709,FEMALE,ECE,Nope,Secondary,N,22.0,6.311235980473817,46.12414696367024,70722,6.0,13.4,52,4,1,Yes,1
214971,Male,CIVIL,No,None,No,18.0,,92.68632634155085,68018,4.0,9.0,1,0,8,N,1
218883,Male,CIVIL,Nope,NA,,16.0,6.196100945168067,69.00993728161122,67378,2.0,18.7,59,3,7,No,0
206896,Female,CS,N,nan,No,20.0,,78.05849967807406,43907,6.0,23.2,45,4,3,Yes,1
210034,NA,CIVIL,Y,Primary,N,26.0,6.946325930314025,78.43445992618328,62987,5.0,24.4,43,0,3,Yes,0
204024,Female,ECE,nan,None,Yes,18.0,4.990778811502018,83.51382303255531,13536,5.0,19.4,36,0,6,No,0
218821,Other,,Yes,Postgraduate,N,16.0,5.28209939093127,63.02020706712127,74735,3.0,14.6,10,1,9,NA,0
215262,Female,CIVIL,Nope,nan,,21.0,4.459276312564475,,71943,3.0,17.0,28,1,0,Yes,0
200812,Other,CIVIL,,Secondary,-,20.0,6.170938124347046,51.08418966972096,44489,4.0,8.1,24,4,1,No,1
209514,Female,,No,Secondary,-,25.0,4.69855538289715,77.3819541443167,26003,5.0,15.0,14,4,6,Yes,1
204688,,CIVIL,No,Postgraduate,No,20.0,4.360789634648964,75.8982851435354,45578,4.0,14.9,51,1,6,No,1
202405,Male,BIO,N,Graduate,Yes,,5.467979027654683,68.47469247391803,493140,6.0,17.8,18,3,9,Yes,1
207061,FEMALE,BIO,Yes,Secondary,N,21.0,,83.62957621649075,60363,3.0,9.0,58,1,0,No,0
214674,Female,CS,nan,nan,-,20.0,5.54409561587975,81.47455863379236,30462,6.0,20.1,26,0,2,Y,1
212692,Female,ECE,nan,Primary,Y,17.0,5.167948305240962,61.31787698381028,64625,6.0,19.6,28,1,4,No,0
209626,Female,BIO,Nope,Graduate,Y,23.0,5.193422951288143,98.44749726864552,50550,3.0,20.7,22,2,2,No,0
210101,Female,BIO,No,Postgraduate,Y,23.0,6.813838676995714,64.9744292831098,91812,,7.2,22,4,7,Yes,1
215296,FEMALE,ME,No,Primary,-,26.0,4.437928757660718,83.8312450840663,34598,3.0,6.4,6,3,1,No,0
214263,FEMALE,nan,,NA,No,23.0,4.786191608275461,70.70832970569668,60043,3.0,17.7,24,1,6,Y,1
202485,Female,COMMERCE,No,Graduate,No,26.0,6.712643599833502,82.30210159249202,60068,5.0,8.8,19,4,3,No,0
213196,M,BIO,No,NA,No,21.0,6.427683012081732,80.88135778226543,45903,2.0,9.1,24,0,5,No,0
213152,M,ARTS,nan,NA,nan,19.0,6.196470527228545,77.74795719481325,44101,6.0,19.6,33,1,4,No,0
215825,NA,CS,N,Postgraduate,N,19.0,5.946512306586207,64.67799552524522,38899,6.0,13.7,58,4,5,Yes,0
213960,Other,CIVIL,,Postgraduate,Y,20.0,5.132884113977676,,42297,,19.9,8,1,9,No,1
216781,Female,,Nope,Secondary,Yes,16.0,5.734899029508625,68.81252530027162,85728,3.0,23.4,11,4,2,N,0
207442,Male,ECE,No,Secondary,No,20.0,5.369158765779503,70.70831920840699,59167,4.0,9.3,1,3,1,Yes,0
209805,NA,ARTS,Y,,Yes,16.0,5.038144792418003,64.88886814745861,43722,2.0,10.3,31,2,1,Yes,0
206137,Other,ME,Nope,Graduate,N,17.0,6.80577368169154,75.67320019523686,99944,2.0,16.6,9,0,9,,1
204903,Male,COMMERCE,N,nan,-,20.0,5.537343998654405,81.53935783384176,50273,4.0,13.3,46,1,8,Yes,0
208931,Male,CIVIL,No,nan,nan,25.0,6.656336845876721,92.3182210093349,77895,2.0,9.4,21,2,8,No,1
201201,Male,CIVIL,Y,Graduate,nan,22.0,6.621692696577436,75.83903539170235,65008,6.0,6.5,21,1,6,Y,1
217335,Male,BIO,No,None,Y,21.0,4.509091857798174,69.15333031967192,52643,4.0,21.7,52,4,0,nan,1
206178,FEMALE,CIVIL,Nope,NA,N,22.0,4.683361642354923,56.803262161466904,66760,6.0,14.9,27,3,2,No,1
216657,Female,CS,Nope,NA,,23.0,4.432759847974232,55.180175934130304,45662,4.0,20.2,12,2,7,No,1
209675,Male,ME,Nope,nan,nan,22.0,4.4391652416222795,75.08979703647637,57266,5.0,8.2,23,1,2,No,1
211887,Male,BIO,N,Secondary,Yes,20.0,4.300812081377971,72.88305319644063,49938,6.0,15.2,48,1,8,No,0
219427,FEMALE,CS,Yes,None,Y,23.0,4.905815182208613,65.02610874317327,62027,5.0,11.4,5,2,1,No,1
202898,FEMALE,ME,Y,Primary,-,17.0,6.125295290393758,84.9710372688271,19140,4.0,19.7,53,2,6,No,0
213280,NA,ARTS,Y,Postgraduate,Yes,21.0,,93.12014242861842,79164,4.0,24.6,11,3,3,No,0
217723,M,ARTS,N,None,-,,4.042152581323711,82.03652185114345,61052,3.0,10.4,35,1,5,No,0
217141,FEMALE,CS,Y,Secondary,N,,4.282484563391268,75.37346694107454,61378,6.0,19.1,34,2,2,NA,1
206381,FEMALE,ME,Nope,Primary,N,22.0,6.1381982358232605,65.82272710167034,29005,4.0,15.2,28,0,2,Yes,0
217190,Male,,Nope,,N,20.0,6.760779625125014,73.1154759107313,74342,4.0,13.6,8,1,5,No,0
219200,FEMALE,nan,nan,Graduate,-,25.0,,54.093074502765894,49573,6.0,13.2,24,1,6,Yes,1
216655,Male,CS,nan,nan,-,18.0,4.709308457393918,70.19963540837998,46896,4.0,10.0,32,3,6,,0
203572,Female,nan,Y,None,nan,20.0,4.319835991817915,55.917366950778785,59794,3.0,12.9,40,4,5,Yes,0
215437,Male,BIO,Yes,None,Yes,26.0,6.699840449715275,82.49608379160395,73618,5.0,6.1,21,3,3,No,0
213112,,CIVIL,nan,nan,N,25.0,6.594843587411636,100.0,46152,6.0,12.8,1,3,4,Yes,0
204639,NA,CS,Yes,Graduate,Y,20.0,6.021830186938047,70.9281863021664,61723,6.0,14.8,54,1,7,N,0
208703,M,ECE,No,None,Y,25.0,4.353673095588997,93.94637315440164,31541,4.0,12.1,47,2,3,Yes,0
217012,Other,CIVIL,Yes,NA,Yes,17.0,4.54343460484073,83.74555543823323,55578,3.0,10.7,22,2,2,Y,0
204191,Other,ARTS,Nope,Secondary,nan,25.0,4.887796052879343,84.28687921413896,55820,6.0,19.6,59,2,9,nan,0
200803,Male,ME,Y,Primary,N,19.0,5.345364235301117,43.66846809747554,90698,6.0,24.4,47,0,5,Yes,1
204909,Male,CS,N,None,Yes,24.0,5.461987056281953,75.30284652379792,34433,3.0,6.5,22,2,4,Yes,0
207101,Male,CIVIL,N,Secondary,Yes,25.0,6.5486498315554,81.67841136230189,59338,3.0,17.3,11,2,2,No,0
203533,Female,nan,Y,Primary,No,25.0,5.925545722565138,61.59796640679818,50361,5.0,5.7,37,2,4,No,1
214991,Female,ARTS,Yes,nan,Yes,20.0,6.5675991428622105,53.658275931016796,48270,5.0,8.4,38,2,6,No,1
210052,M,ARTS,,Graduate,Y,20.0,4.059765617457119,95.04212959095909,32527,2.0,12.3,16,4,0,No,0
202361,M,COMMERCE,nan,Secondary,nan,21.0,4.609436497138588,56.156198585222356,69618,2.0,17.9,24,1,0,N,0
201297,NA,CS,nan,,Yes,17.0,6.865968794145788,72.53624325350462,35072,,12.3,5,2,2,No,0
205683,Female,CS,nan,NA,Y,17.0,6.161096592521087,86.22583929297672,59189,,11.4,54,1,0,No,0
202140,M,BIO,nan,None,-,21.0,4.0313469283943055,88.45248925212111,69402,6.0,22.0,12,0,8,No,0
217753,FEMALE,nan,N,Graduate,No,22.0,4.398170003081761,67.45671071210107,87154,6.0,20.7,3,2,2,Y,1
212084,Male,CIVIL,Y,Graduate,nan,,5.672228460999198,62.88644883514223,30628,2.0,15.4,42,3,4,No,0
207662,FEMALE,ARTS,No,Primary,-,23.0,4.197005482385882,78.3876019751945,27300,4.0,17.9,24,2,6,N,1
209983,Female,,Y,Graduate,Yes,24.0,4.6950491060466355,53.227485754228965,74535,3.0,5.2,17,3,9,Yes,0
216706,NA,nan,No,Primary,-,,4.852819599623782,65.04578275748753,44886,3.0,8.4,38,4,9,No,1
212376,FEMALE,CS,No,NA,nan,23.0,4.257364634870963,72.61139024292633,49936,5.0,18.7,3,1,9,Yes,0
205770,Other,,No,Secondary,N,19.0,6.0020942073640215,,58786,6.0,23.3,38,1,5,No,0
211765,NA,,Yes,None,,24.0,5.177630593572357,88.23623146881222,58806,2.0,21.1,4,2,9,Yes,0
219480,Female,ME,Y,NA,nan,26.0,5.597415067652641,52.0470660654618,28930,5.0,20.7,42,4,4,Yes,1
205871,,BIO,No,Secondary,No,21.0,4.005407091463878,90.85230332438061,73310,2.0,14.8,40,4,1,No,0
211498,Female,BIO,N,nan,N,17.0,6.419631686248753,63.30598259442007,26667,2.0,21.7,10,4,0,,0
211118,Female,nan,Nope,Primary,No,24.0,5.360323226504796,78.97475019467443,45446,5.0,17.3,40,2,8,No,0
202386,FEMALE,CIVIL,No,NA,-,23.0,4.764210765488716,82.69831863650369,-2604,5.0,13.3,18,2,6,No,0
212619,Other,ARTS,Nope,Graduate,N,22.0,,77.81424698954686,44612,5.0,22.1,5,1,6,Yes,0
213681,Other,COMMERCE,Yes,nan,N,19.0,4.798279510959347,81.66850174355571,43943,6.0,17.4,22,1,7,No,1
202915,FEMALE,CIVIL,Yes,nan,Y,20.0,4.499711116653813,68.43574454710732,42940,5.0,20.8,19,1,6,Yes,1
216327,Female,CIVIL,No,Secondary,nan,23.0,5.085559646246455,71.3612385284769,37537,2.0,13.1,8,4,4,No,0
214176,,nan,Yes,NA,N,17.0,4.386306246855503,67.35178018192529,56073,,21.4,41,0,6,NA,1
200474,NA,ECE,N,Secondary,Y,21.0,4.996021320876468,87.88944829750318,77275,4.0,18.6,41,2,1,Yes,0
217829,FEMALE,ECE,nan,Postgraduate,nan,26.0,4.1303315905944995,80.72128000636766,78802,,23.7,56,3,7,NA,0
218636,M,CS,No,nan,No,17.0,4.637184906704311,84.54666896425098,58614,4.0,10.6,4,1,6,No,1
203578,FEMALE,CS,Nope,NA,Y,19.0,5.409209222934122,71.56720184305917,37773,3.0,18.9,24,1,3,No,0
219675,M,ME,Nope,,-,21.0,6.103973159997494,,18049,6.0,5.7,16,0,2,Yes,1
213115,FEMALE,COMMERCE,Y,Graduate,,26.0,6.441729463919829,77.17264349737933,75430,3.0,13.8,48,3,5,No,0
214186,M,CS,N,Secondary,nan,26.0,5.810454501026404,80.48990399255813,40359,3.0,23.4,27,3,7,Yes,0
205589,Female,CS,N,NA,nan,16.0,6.906115639791168,51.15048586598499,59061,3.0,23.9,4,2,1,Yes,0
214521,Male,ME,Yes,Graduate,-,23.0,4.474921487341523,68.06409727216736,76744,4.0,24.2,27,1,0,Yes,0
205042,NA,BIO,Y,NA,Y,21.0,4.40162289218323,97.2179257558272,58221,6.0,10.6,0,4,8,nan,1
215625,M,ME,nan,Secondary,N,19.0,6.5390790617884065,75.9207614959461,46165,5.0,8.9,48,1,4,No,0
201572,,BIO,No,Graduate,-,26.0,6.942886838607539,52.00159481996965,39656,5.0,,41,0,6,Yes,0
206808,NA,ARTS,Y,nan,N,,6.044359529259496,88.78605420013012,30687,4.0,14.1,9,0,9,Y,1
206532,NA,BIO,Nope,NA,Yes,20.0,,59.64508254844544,57380,5.0,21.1,33,1,3,No,1
218542,FEMALE,CIVIL,No,Graduate,nan,24.0,5.801396366032877,77.95563523792705,34690,6.0,,11,3,9,nan,1
201433,Male,nan,No,Primary,No,23.0,6.520246238698579,81.65697027929747,55548,4.0,24.1,44,3,6,Y,0
202864,,BIO,N,Secondary,nan,25.0,5.7491737408216155,91.49885313475454,48767,6.0,12.7,18,4,4,No,0
200538,NA,ARTS,Y,Secondary,nan,17.0,5.751581133409462,77.04090449418982,38481,2.0,16.5,29,0,5,N,0
219037,Male,ECE,N,Postgraduate,No,23.0,4.911666505438286,70.93659859309649,45881,6.0,5.6,16,3,9,No,1
